dataproviderid,occurrenceid,measurementid,measurementtype,measurementvalue,measurementaccuracy,measurementunit,measurementdetermineddate,measurementdeterminedby,measurementmethod,measurementremarks,eventid,measurementtypeid,measurementvalueid,measurementunitid
1073,IOF_phyto_composition_854,,abundance,585640,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_897,,abundance,768800,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_925,,abundance,406470,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_944,,abundance,751680,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_972,,abundance,596300,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1008,,abundance,334960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1042,,abundance,453900,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1070,,abundance,320400,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1108,,abundance,174760,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1129,,abundance,186900,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1143,,abundance,513000,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1162,,abundance,622940,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1190,,abundance,765400,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1204,,abundance,580240,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1242,,abundance,658600,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_66,,abundance,35600,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1267,,abundance,700860,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1299,,abundance,495700,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1339,,abundance,738700,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1383,,abundance,97900,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1399,,abundance,240300,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1414,,abundance,96460,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1447,,abundance,600880,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1480,,abundance,419520,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1492,,abundance,35600,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1539,,abundance,808940,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1575,,abundance,237580,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1598,,abundance,996800,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1624,,abundance,629020,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1658,,abundance,1299400,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1694,,abundance,1788900,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1729,,abundance,1797800,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1748,,abundance,1249820,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1765,,abundance,1593100,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_129,,abundance,330000,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2115,,abundance,305900,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2144,,abundance,2185000,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2178,,abundance,1481440,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_130,,abundance,313320,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2211,,abundance,3782500,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2251,,abundance,1406200,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2274,,abundance,1270400,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2301,,abundance,916700,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2327,,abundance,591980,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2357,,abundance,533140,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2389,,abundance,195800,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2420,,abundance,685300,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2451,,abundance,638020,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2472,,abundance,1406200,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4620,,abundance,10240,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_401,,abundance,19240,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_23,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_363,,abundance,10360,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1069,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1041,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_55,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_971,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_602,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_571,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_515,,abundance,25160,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_476,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3390,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3261,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3151,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_154,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3919,,abundance,2560,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4537,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_313,,abundance,4440,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4378,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4173,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4118,,abundance,1560,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4331,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4209,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_83,,abundance,3000,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_590,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4482,,abundance,80,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4445,,abundance,80,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4163,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4102,,abundance,80,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1154,,abundance,1470,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4701,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4101,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4071,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4240,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4443,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4518,,abundance,5920,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4569,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3950,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3744,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3516,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3554,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2657,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2622,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2957,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2815,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3143,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3011,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3375,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1491,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4166,,abundance,35520,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1176,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_2237,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3377,,abundance,160,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3341,,abundance,1280,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3556,,abundance,80,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3746,,abundance,80,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_3829,,abundance,160,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4367,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4156,,abundance,80,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4702,,abundance,1560,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_329,,abundance,740,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_331,,abundance,4460,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4704,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_4705,,abundance,5920,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_355,,abundance,103600,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_36,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_395,,abundance,7400,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_377,,abundance,2960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_439,,abundance,1480,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_593,,abundance,41440,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_620,,abundance,61620,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_563,,abundance,87340,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_538,,abundance,14840,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_506,,abundance,76960,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_469,,abundance,20720,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1155,,abundance,7380,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1139,,abundance,1470,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1096,,abundance,45420,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1031,,abundance,66600,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
1073,IOF_phyto_composition_1060,,abundance,45880,,"number of cells per liter",,,,,,http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL01/,NA/,http://vocab.nerc.ac.uk/collection/P06/current/UCPL/
